ALUNO,NOME_ALUNO,TURMA_PREF,SERIE,SIT,ALUNO_EMAIL,LEGAL_EMAIL
50250410,Juliana Santos,EConPub-1PMA,1,Pre-Mat,maragao@bol.com.br,davimelo@da.net
50240688,Agatha Castro,EConPub-2PMB,2,Pre-Mat,mrezende@cardoso.org,gmoraes@hotmail.com
50230901,Maria da Mota,EConQui-3PMA,3,Pre-Mat,cauecardoso@ig.com.br,ofarias@moreira.org
50230731,Olivia Costela,EConQui-3PMA,3,Pre-Mat,cda-luz@hotmail.com,carvalhoraquel@da.br
50250343,Dra. Emanuelly Campos,EConQui-1PMA,1,Pre-Mat,urocha@da.com,lais46@pinto.br
50240301,Rafael Duarte,EConQui-2PMA,2,Pre-Mat,monteiromatheus@da.br,rebecafreitas@hotmail.com
50240643,Otávio Fogaça,EConACli-2PMA,2,Pre-Mat,lucas-gabrieloliveira@bol.com.br,manuelanunes@nogueira.org
50240930,Ana Luiza Oliveira,EConACli-2PMA,2,Pre-Mat,antonio49@ig.com.br,das-nevescatarina@moreira.br
50240808,Dr. Anthony Cardoso,EConACli-2PMA,2,Pre-Mat,bsilveira@bol.com.br,sophie90@ig.com.br
50230161,Anthony Jesus,EConAdm-3PMA,3,Pre-Mat,gustavo69@freitas.com,rodriguesmelissa@duarte.br
50240326,Ana Luiza da Mota,EConAdm-2PMA,2,Pre-Mat,valentina98@hotmail.com,alvesisabelly@yahoo.com.br
50240843,Sra. Manuela Melo,EConAdm-2PMB,2,Reserva,pereirarebeca@pinto.br,beatriz55@novaes.br
50240337,Murilo Duarte,EConAdm-2PMA,2,Pre-Mat,drezende@yahoo.com.br,prodrigues@hotmail.com
50240995,Sra. Julia Cardoso,EConAdm-2PMB,2,Pre-Mat,otavioaragao@araujo.br,gabriel08@aragao.net
50250059,Isadora Moura,EConAdm-1PMA,1,Pre-Mat,zvieira@uol.com.br,thomas81@gmail.com
50250263,Theo Silveira,EConAdm-1PMA,1,Pre-Mat,voliveira@barros.br,gomeslaura@da.br
50230933,Ana Sophia Teixeira,EConEletr-3PMA,3,Pre-Mat,plopes@teixeira.com,ana-clara71@bol.com.br
50230728,Pedro Miguel Ferreira,EConEletr-3PMA,3,Pre-Mat,marcelo73@rodrigues.net,osilva@ferreira.com
50250182,Bruna Castro,EConEletr-1PMA,1,Pre-Mat,fariashelena@vieira.br,maria-clarafogaca@correia.org
50250121,Alexia Alves,EConInf-1PMA,1,Pre-Mat,luigida-conceicao@yahoo.com.br,onogueira@silveira.br
50230638,Ana Rezende,EConInf-3PMB,3,Pre-Mat,bianca14@sales.com,xviana@souza.br
50230126,Gabriela Costela,EConInf-3PMA,3,Pre-Mat,rezendeana-laura@da.br,esthermonteiro@bol.com.br
50230717,Sr. Thales Cardoso,EConInf-3PMB,3,Pre-Mat,vnogueira@barbosa.br,maria-sophia97@hotmail.com
50230518,Maria Julia Monteiro,EConInf-3PMC,3,Pre-Mat,alexia97@bol.com.br,marinaferreira@costela.net
50230947,Rafael Gomes,EConInf-3PMD,3,Pre-Mat,carvalhoenzo-gabriel@lima.com,ianalmeida@nogueira.com
50250664,Ian das Neves,EConInf-1PMD,1,Pre-Mat,danielcardoso@yahoo.com.br,brunoduarte@novaes.br
50230744,Noah Rezende,EConInf-3PMA,3,Pre-Mat,santosbruna@yahoo.com.br,qrodrigues@rocha.com
50240921,Srta. Elisa Moreira,EConInf-2PMD,2,Pre-Mat,mda-mata@da.br,gabrielamelo@ig.com.br
50240463,Srta. Maria Campos,EConInf-2PMB,2,Pre-Mat,das-nevesana-beatriz@yahoo.com.br,leandro57@porto.net
50240406,Laura Nascimento,EConInf-2PMA,2,Pre-Mat,ribeiromaria-cecilia@goncalves.br,rodriguesmaite@uol.com.br
50230159,Gabriela da Luz,EConInf-3PMA,3,Pre-Mat,kcavalcanti@azevedo.org,piresvitoria@nunes.net
50250308,Lucas Melo,EConACli-1PMA,1,Pre-Mat,guilhermegomes@da.br,gustavoaraujo@das.br
50240974,Sarah Carvalho,EConACli-2PMA,2,Pre-Mat,maria-alicepinto@mendes.br,yda-luz@gmail.com
50250354,Dra. Sofia Costa,EConACli-1PMB,1,Pre-Mat,vianabenjamin@uol.com.br,martinsbreno@da.net
50240066,Evelyn Ramos,EConAdm-2PMA,2,Pre-Mat,davi-luizdas-neves@ferreira.com,maria-eduarda10@freitas.org
50250377,Dr. Benício Sales,EConAdm-1PMA,1,Pre-Mat,elisaoliveira@yahoo.com.br,msilveira@yahoo.com.br
50250875,Lucas Gabriel Azevedo,EConAdm-1PMB,1,Pre-Mat,maria-eduarda41@da.br,joao-gabriel04@alves.org
50230423,Vitor Cardoso,EConAdm-3PMA,3,Pre-Mat,lcunha@bol.com.br,vieiramaria-sophia@bol.com.br
50230166,Guilherme Cunha,EConInf-3PMA,3,Pre-Mat,barbosaluiz-miguel@costela.com,brodrigues@oliveira.com
50240536,Lucas da Mata,EConInf-2PMD,2,Pre-Mat,stephany47@lima.com,vicente40@silveira.com
50250195,Bruno Pereira,EConInf-1PMB,1,Pre-Mat,fda-mata@bol.com.br,kda-luz@melo.com
50240850,Isabel da Rosa,EConInf-2PMA,2,Pre-Mat,carvalhobeatriz@rodrigues.br,cbarbosa@cunha.br
50240316,André Araújo,EConInf-2PMC,2,Pre-Mat,ana-clara35@fogaca.org,eduarda22@castro.com
50250758,Maria Vitória Dias,EConInf-1PMB,1,Pre-Mat,costelalucas-gabriel@silva.br,vitorgoncalves@yahoo.com.br
50240685,Amanda Rodrigues,EConInf-2PMB,2,Pre-Mat,maite54@rodrigues.br,orezende@bol.com.br
50240401,Ana Sophia Barbosa,EConInf-2PMC,2,Pre-Mat,costajuliana@da.br,sophie42@ig.com.br
50230318,Nicolas Martins,EConInf-3PMD,3,Pre-Mat,luiz-miguel80@da.net,davi-luccada-conceicao@hotmail.com
50230350,Srta. Esther da Rosa,EConInf-3PMC,3,Pre-Mat,rodrigo46@pires.net,cgoncalves@mendes.com
50230316,Dra. Bárbara Aragão,EConInf-3PMD,3,Pre-Mat,camposnoah@da.br,pedro-henrique91@barros.com
50230688,Caroline Santos,EConInf-3PMB,3,Pre-Mat,caldeirajoao-vitor@jesus.br,gabrielada-mata@peixoto.net
50240211,Letícia Nunes,EConInf-2PMA,2,Pre-Mat,davi-luccagoncalves@ig.com.br,xduarte@uol.com.br
50250471,Ana Laura Oliveira,EConInf-1PMD,1,Pre-Mat,cardosobreno@viana.com,sophia72@bol.com.br
50240443,Maria Cecília da Cruz,EConInf-2PMC,2,Pre-Mat,sabrina94@yahoo.com.br,tbarros@gmail.com
50240550,Raquel Lima,EConInf-2PMD,2,Pre-Mat,cardososarah@ig.com.br,matheus23@azevedo.org
50240341,Sra. Yasmin Rodrigues,EConInf-2PMB,2,Pre-Mat,camposmaria-julia@santos.com,palmeida@novaes.net
50250340,Marcelo Ferreira,EConInf-1PMB,1,Pre-Mat,pedro-henrique42@gomes.com,oliveiramaria-sophia@viana.com
50240426,Vitória Souza,EConInf-2PMC,2,Pre-Mat,laisramos@dias.br,otavio14@hotmail.com
50250975,Milena Rodrigues,EConInf-1PMA,1,Pre-Mat,pietroteixeira@hotmail.com,mariada-rosa@da.net
50250708,Sr. Luiz Gustavo Peixoto,EConInf-1PMB,1,Pre-Mat,vfarias@gmail.com,barbaracardoso@bol.com.br
50250944,Julia das Neves,EConInf-1PMB,1,Pre-Mat,npeixoto@ig.com.br,ana-claraazevedo@cardoso.br
50240184,Sofia Barros,EConInf-2PMB,2,Pre-Mat,rebeca56@dias.com,isantos@moraes.net
50250983,Maria Alice Correia,EConInf-1PMA,1,Pre-Mat,kaique72@bol.com.br,catarinasales@oliveira.br
50240034,Nina Freitas,EConInf-2PMB,2,Pre-Mat,da-motaigor@peixoto.br,luiz-fernandocunha@bol.com.br
50230154,Daniel Rodrigues,EConPub-3PMA,3,Pre-Mat,nicole87@hotmail.com,alanada-rocha@yahoo.com.br
50230902,Rafael Moraes,EConPub-3PMA,3,Pre-Mat,fbarros@cardoso.com,martinsemanuella@bol.com.br
50240554,Thales da Mota,EConPub-2PMB,2,Pre-Mat,joanavieira@da.br,samuel91@bol.com.br
50250993,Mirella Rocha,EConAdm-1PMA,1,Pre-Mat,nascimentodavi-luiz@yahoo.com.br,mcardoso@ferreira.br
50250721,Vicente Costela,EConAdm-1PMB,1,Pre-Mat,pdas-neves@hotmail.com,igor65@monteiro.net
50250711,Kaique Caldeira,EConAdm-1PMA,1,Pre-Mat,vitorcorreia@bol.com.br,da-costalorena@azevedo.br
50250837,Rodrigo Gomes,EConAdm-1PMB,1,Pre-Mat,apires@nascimento.com,maria-luiza93@ig.com.br
50230547,Agatha das Neves,EConInf-3PMB,3,Pre-Mat,sabrina51@santos.com,joaquim25@gomes.br
50250017,Daniel Moreira,EConInf-1PMA,1,Pre-Mat,costelalorenzo@lopes.org,qcorreia@hotmail.com
50230312,Camila da Mota,EConInf-3PMC,3,Pre-Mat,dsilva@moura.com,nicolasda-conceicao@da.com
50230654,Fernanda Pinto,EConInf-3PMA,3,Pre-Mat,kmoreira@barros.com,fmonteiro@freitas.net
50240609,Maria Cecília Correia,EConInf-2PMD,2,Pre-Mat,andre10@da.com,emilly86@ig.com.br
50231011,Ana Ribeiro,EConInf-3PMA,3,Pre-Mat,mourabreno@moraes.com,samuelramos@ig.com.br
50240113,Laura Aragão,EConInf-2PMB,2,Pre-Mat,holiveira@nunes.br,pietra98@silveira.com
50240290,Pietra Nunes,EConPub-2PMB,2,Pre-Mat,leonardo98@souza.net,kmelo@nascimento.com
50240244,André Dias,EConPub-2PMB,2,Pre-Mat,araujoleandro@souza.br,caldeiramaite@uol.com.br
50250137,Dr. Luiz Otávio da Mata,EConPub-1PMA,1,Pre-Mat,spinto@silveira.net,emanuella01@uol.com.br
50240381,Letícia Fernandes,EConPub-2PMA,2,Pre-Mat,leticiafreitas@ig.com.br,ryanalves@hotmail.com
50230112,Pietra Moreira,EConQui-3PMA,3,Pre-Mat,freitasnina@fogaca.br,renanrezende@vieira.com
50240720,Marcela Novaes,EConQui-2PMA,2,Pre-Mat,ribeiroalexia@uol.com.br,clarice85@barbosa.org
50240519,Manuela Campos,EConQui-2PMA,2,Pre-Mat,luiz-fernandocostela@freitas.com,da-cunhadaniela@yahoo.com.br
50250454,Dr. Levi Correia,EConQui-1PMA,1,Pre-Mat,juliada-paz@uol.com.br,da-pazvitor@bol.com.br
50230988,Alexia Lima,EConACli-3PMB,3,Reserva,lopesanthony@cardoso.com,pereiraana@hotmail.com
50230973,Ryan Mendes,EConACli-3PMA,3,Pre-Mat,isis67@ig.com.br,fporto@dias.com
50240864,Rafael Caldeira,EConAdm-2PMB,2,Pre-Mat,milena83@dias.com,augustogomes@dias.com
50230805,Leandro Moreira,EConAdm-3PMA,3,Pre-Mat,eduardoviana@duarte.com,eda-cunha@gmail.com
50230705,Davi Luiz Silva,EConAdm-3PMA,3,Pre-Mat,asouza@goncalves.net,kpereira@gmail.com
50230553,João Gabriel Barbosa,EConAdm-3PMA,3,Pre-Mat,fernando55@da.br,marcela25@farias.br
50240631,Maria Clara Ramos,EConAdm-2PMB,2,Pre-Mat,miguelnunes@gmail.com,kcardoso@hotmail.com
50240569,Sabrina da Cunha,EConAdm-2PMA,2,Pre-Mat,pedrocosta@gmail.com,azevedojulia@uol.com.br
50250522,Bernardo Caldeira,EConAdm-1PMB,1,Pre-Mat,omelo@ig.com.br,ppinto@yahoo.com.br
50250151,Alice Silveira,EConEletr-1PMA,1,Pre-Mat,salesjulia@ig.com.br,xgoncalves@campos.br
50240976,João Felipe Cardoso,EConEletr-2PMA,2,Pre-Mat,eloah72@da.com,ana-luizamonteiro@ig.com.br
50240352,Melissa Barbosa,EConEletr-2PMA,2,Pre-Mat,da-rosamaria-fernanda@nogueira.br,raul97@cardoso.com
50230031,Isabella Santos,EConAdm-3PMA,3,Pre-Mat,mnogueira@barros.br,marcos-vinicius36@bol.com.br
50240629,Dr. Thomas da Conceição,EConEletr-2PMA,2,Pre-Mat,fernandorezende@ig.com.br,antoniomoreira@ferreira.br
50250761,Lucas Carvalho,EConEletr-1PMA,1,Pre-Mat,emilly97@uol.com.br,acavalcanti@rodrigues.com
50230801,Camila Gonçalves,EConInf-3PMD,3,Reserva,kaiqueferreira@uol.com.br,yuricorreia@gmail.com
50230082,Pedro Lima,EConInf-3PMA,3,Pre-Mat,peixotobruna@rocha.br,raulda-rocha@viana.net
50230795,Vitor Gabriel Moreira,EConInf-3PMC,3,Pre-Mat,larafreitas@martins.br,theo71@yahoo.com.br
50240789,Dra. Milena Nascimento,EConInf-2PMC,2,Pre-Mat,costelahenrique@ig.com.br,fogacarebeca@yahoo.com.br
50230818,Fernanda Silva,EConInf-3PMD,3,Pre-Mat,fnascimento@bol.com.br,joao-miguel47@martins.com
50250328,Emanuel Correia,EConInf-1PMB,1,Pre-Mat,sofia39@farias.com,calebe86@gmail.com
50240270,Manuela da Paz,EConInf-2PMB,2,Pre-Mat,maria-fernanda65@hotmail.com,wmoraes@da.br
50230282,Dr. João Miguel Monteiro,EConInf-3PMB,3,Pre-Mat,benjaminfernandes@costela.com,davi-lucasvieira@da.br
50230950,Caio Cardoso,EConInf-3PMA,3,Pre-Mat,leticiacorreia@uol.com.br,maria-claradias@uol.com.br
50230096,Sra. Ana Sophia da Rosa,EConInf-3PMA,3,Pre-Mat,leonardo94@bol.com.br,gabrielly73@fogaca.com
50240138,Cauê Pires,EConInf-2PMB,2,Pre-Mat,bda-rocha@ig.com.br,souzagustavo@oliveira.br
50230167,Benício Monteiro,EConInf-3PMD,3,Pre-Mat,gabrielly14@da.br,luiz-henriqueda-rocha@uol.com.br
50240840,Bruno da Cruz,EConInf-2PMD,2,Pre-Mat,emanuel13@gomes.br,levi34@pereira.com
50240450,Murilo Campos,EConInf-2PMB,2,Pre-Mat,da-cruzyago@gmail.com,luigivieira@yahoo.com.br
50250374,Sr. Marcelo Pires,EConInf-1PMC,1,Pre-Mat,ana33@ig.com.br,bryanmelo@hotmail.com
50240296,Alexandre Correia,EConInf-2PMA,2,Pre-Mat,maysacarvalho@bol.com.br,amartins@yahoo.com.br
50250243,Maria Sophia Teixeira,EConInf-1PMC,1,Pre-Mat,oliveirajoaquim@ramos.br,catarina38@pereira.br
50250513,Vitor Hugo Pires,EConInf-1PMD,1,Pre-Mat,barbosaheitor@yahoo.com.br,scastro@yahoo.com.br
50240323,Clara Moraes,EConInf-2PMB,2,Pre-Mat,jesusandre@alves.br,rodrigomonteiro@hotmail.com
50250978,Esther Nogueira,ETecEletr-1PMA,1,Pre-Mat,joao-pedro23@bol.com.br,caiosales@pereira.br
50250191,Theo Gonçalves,EConAdm-1PMA,1,Pre-Mat,ribeirohelena@cardoso.org,juliaaraujo@ig.com.br
50241002,Sophie Nascimento,EConAdm-2PMB,2,Pre-Mat,gabriellima@ig.com.br,luiz-henrique88@melo.com
50250865,Lavínia da Rocha,EConAdm-1PMB,1,Pre-Mat,ljesus@ig.com.br,joao-guilherme68@uol.com.br
50250891,Dra. Bianca Cunha,EConAdm-1PMA,1,Pre-Mat,pietrobarros@silva.com,melolara@hotmail.com
50250590,Juliana Viana,EConAdm-1PMA,1,Pre-Mat,oliveirajoao@hotmail.com,yrocha@da.br
50241008,Noah Lopes,EConEletr-2PMA,2,Pre-Mat,duartemaria-vitoria@bol.com.br,tsouza@azevedo.br
50240500,Larissa Sales,EConEletr-2PMA,2,Pre-Mat,clararamos@ig.com.br,enriconascimento@yahoo.com.br
50250521,Pedro Lucas Oliveira,EConEletr-1PMA,1,Pre-Mat,rebeca13@da.com,joao-felipe36@aragao.br
50250411,Antônio Caldeira,EConEletr-1PMA,1,Pre-Mat,onascimento@yahoo.com.br,alvesrebeca@yahoo.com.br
50250177,João Pedro Almeida,EConEletr-1PMA,1,Pre-Mat,pporto@jesus.org,da-cunhanina@rodrigues.br
50230884,Ana Carolina Campos,EConQui-3PMA,3,Pre-Mat,ana-vitoriaferreira@uol.com.br,rezenderodrigo@yahoo.com.br
50240488,Carolina Sales,EConQui-2PMA,2,Pre-Mat,maria-alice23@aragao.br,diascaio@ribeiro.com
50231003,André Rocha,EConQui-3PMA,3,Pre-Mat,lucca96@bol.com.br,eribeiro@gmail.com
50250461,João Gabriel Santos,EConQui-1PMA,1,Pre-Mat,walmeida@uol.com.br,nicolaspires@bol.com.br
50250646,Ana Beatriz da Rocha,EConQui-1PMA,1,Pre-Mat,barrosmaria-cecilia@da.br,marianecorreia@bol.com.br
50230106,Sophie Costela,EConACli-3PMA,3,Pre-Mat,anaaragao@gmail.com,silvaraquel@ig.com.br
50230513,Letícia Duarte,EConACli-3PMB,3,Pre-Mat,oliveiraluiz-miguel@moreira.org,camposdaniel@hotmail.com
50240955,Joaquim Fogaça,EConACli-2PMA,2,Pre-Mat,eduarda38@uol.com.br,da-matarebeca@gmail.com
50230121,Agatha Silva,EConACli-3PMA,3,Pre-Mat,wcampos@bol.com.br,maria-clara05@gmail.com
50250293,Elisa Moura,EConACli-1PMB,1,Pre-Mat,cavalcantikaique@hotmail.com,henriquenogueira@hotmail.com
50250342,Ana da Paz,EConACli-1PMC,1,Pre-Mat,davi-lucas62@rocha.com,livia95@da.br
50230338,Dr. João Vitor Freitas,EConAdm-3PMA,3,Pre-Mat,julia12@ig.com.br,luiz-henrique07@porto.org
50230052,Ana Lopes,EConAdm-3PMA,3,Pre-Mat,joao-gabrielfarias@pereira.br,ida-conceicao@hotmail.com
50250199,Lara Santos,EConAdm-1PMA,1,Pre-Mat,da-rosaalicia@yahoo.com.br,diegojesus@da.com
50250058,Cauã Ribeiro,EConAdm-1PMA,1,Pre-Mat,da-cruzsophie@vieira.br,ana-julia27@barros.br
50240416,Catarina Cunha,EConAdm-2PMB,2,Pre-Mat,alvesnicolas@alves.net,eazevedo@hotmail.com
50230325,Stella Freitas,EConEletr-3PMA,3,Pre-Mat,nina41@da.com,otavioaraujo@ig.com.br
50230283,Ana Almeida,EConEletr-3PMA,3,Pre-Mat,camposjoao-lucas@jesus.com,vitor-gabriel43@bol.com.br
50230425,Yuri Rezende,EConEletr-3PMA,3,Pre-Mat,rochakaique@gmail.com,dcastro@ramos.br
50230045,Levi Gonçalves,EConInf-3PMB,3,Pre-Mat,isabellada-rocha@sales.org,xmartins@ig.com.br
50250193,Augusto Castro,EConInf-1PMB,1,Pre-Mat,vitoria81@hotmail.com,sarah98@hotmail.com
50240217,Vitor Hugo Rezende,EConAdm-2PMB,2,Pre-Mat,davi-luiz96@silveira.com,maria-eduarda32@barros.com
50250732,Antônio da Luz,EConAdm-1PMA,1,Pre-Mat,flima@costela.org,carlos-eduardo98@gomes.org
50240918,Theo Monteiro,EConAdm-2PMA,2,Pre-Mat,luiz-gustavosilva@yahoo.com.br,da-conceicaocaio@bol.com.br
50230449,Renan Dias,EConAdm-3PMA,3,Pre-Mat,melocatarina@almeida.net,davi-luiz12@fernandes.com
50241019,Maria Fernanda Pires,EConAdm-2PMB,2,Pre-Mat,da-motaheitor@farias.br,da-luzana-luiza@bol.com.br
50250612,João Pedro Cavalcanti,EConAdm-1PMB,1,Pre-Mat,ana-laura39@hotmail.com,ycarvalho@nogueira.com
50250991,Renan Rocha,EConEletr-1PMA,1,Pre-Mat,fariasalana@hotmail.com,fda-costa@bol.com.br
50240886,Dr. Antônio Castro,EConEletr-2PMA,2,Pre-Mat,aporto@bol.com.br,diogo71@costa.br
50240992,Ana Julia da Luz,EConEletr-2PMA,2,Pre-Mat,diegosales@fernandes.br,kamilly87@barros.com
50240779,Bruno das Neves,EConInf-2PMD,2,Pre-Mat,lucas-gabrielda-paz@bol.com.br,da-luzaugusto@bol.com.br
50230843,Anthony Azevedo,EConAdm-3PMA,3,Pre-Mat,alicia48@bol.com.br,da-matalivia@ig.com.br
50230337,Júlia Gomes,EConAdm-3PMA,3,Pre-Mat,monteirobruna@rocha.net,ysilva@goncalves.br
50250800,Renan Monteiro,EConAdm-1PMB,1,Pre-Mat,jlima@gomes.com,castroana-vitoria@cardoso.br
50230626,Giovanna Cunha,EConAdm-3PMA,3,Pre-Mat,yasmincavalcanti@bol.com.br,kevinfarias@hotmail.com
50250660,Kaique Moura,EConAdm-1PMA,1,Pre-Mat,gabriellyalmeida@ig.com.br,lsilva@hotmail.com
50230710,Agatha Teixeira,EConEletr-3PMA,3,Pre-Mat,joanamoura@almeida.com,maria-vitoriaoliveira@ig.com.br
50230179,João Guilherme Pinto,EConEletr-3PMA,3,Pre-Mat,nogueiragabrielly@correia.br,lopesantonio@caldeira.org
50250176,Luiz Gustavo Costa,EConEletr-1PMA,1,Pre-Mat,msantos@gmail.com,augustopeixoto@silveira.br
50230591,Luiz Felipe Sales,EConInf-3PMB,3,Pre-Mat,lopesenzo-gabriel@alves.net,sabrina10@nunes.br
50230574,Júlia Pires,EConInf-3PMB,3,Pre-Mat,ceciliada-conceicao@porto.br,zmelo@uol.com.br
50240592,Maria Julia Costa,EConInf-2PMB,2,Pre-Mat,silveiraluiz-gustavo@rezende.com,daniel32@hotmail.com
50240212,Benjamin Dias,EConInf-2PMB,2,Pre-Mat,rda-conceicao@gomes.com,caroline01@santos.br
50250317,Srta. Isabelly Nunes,EConInf-1PMC,1,Pre-Mat,marianesilveira@yahoo.com.br,da-rochahenrique@hotmail.com
50250655,Pietra Gonçalves,EConInf-1PMD,1,Pre-Mat,enovaes@aragao.br,gda-mota@gmail.com
50250279,Ana Lívia da Rocha,EConInf-1PMD,1,Pre-Mat,joao-miguel66@ferreira.net,rodriguesmaria-cecilia@novaes.com
50250596,Dra. Marina Moreira,EConInf-1PMD,1,Pre-Mat,maria-luiza45@farias.net,davi51@hotmail.com
50250160,Matheus Almeida,EConInf-1PMA,1,Pre-Mat,bernardobarros@cavalcanti.com,silvaalana@pereira.com
50250166,Ana Vitória Melo,EConInf-1PMC,1,Pre-Mat,lucas-gabrielcarvalho@gmail.com,azevedoguilherme@da.com
50250637,Murilo Fogaça,EConInf-1PMD,1,Pre-Mat,maria-fernandapires@nascimento.com,lopesjoao-felipe@da.com
50230459,Dra. Luna Oliveira,EConPub-3PMA,3,Pre-Mat,gmonteiro@bol.com.br,limacaua@moura.br
50230939,Rodrigo Dias,EConQui-3PMA,3,Pre-Mat,sofiafarias@da.br,martinsanthony@alves.net
50250663,Bryan Gomes,EConACli-1PMA,1,Pre-Mat,camilamelo@nunes.br,ferreiradanilo@ig.com.br
50250482,Ana Lívia Dias,EConACli-1PMB,1,Pre-Mat,lorenada-paz@da.com,barbaracastro@bol.com.br
50230753,Alexandre Santos,EConACli-3PMB,3,Pre-Mat,samuel29@ig.com.br,mmelo@gmail.com
50230145,Isaac Aragão,EConACli-3PMA,3,Pre-Mat,davida-cruz@novaes.br,maria-luiza29@uol.com.br
50240198,Stella Martins,EConAdm-2PMA,2,Pre-Mat,voliveira@yahoo.com.br,sophie20@pinto.br
50240645,Fernanda Almeida,EConAdm-2PMA,2,Pre-Mat,oazevedo@da.com,fnogueira@freitas.br
50230268,Emanuel Porto,EConAdm-3PMA,3,Reserva,sophiaduarte@hotmail.com,moreiramanuela@yahoo.com.br
50240157,Valentina da Mota,EConAdm-2PMB,2,Pre-Mat,araujomaria-julia@bol.com.br,levida-cunha@costa.br
50240128,Davi Lucca Correia,EConAdm-2PMA,2,Pre-Mat,fda-paz@hotmail.com,lavinia26@silva.com
50250155,Luana Silva,EConAdm-1PMA,1,Pre-Mat,raulporto@yahoo.com.br,heloisapereira@gmail.com
50250858,Emanuelly Pinto,EConAdm-1PMB,1,Pre-Mat,da-matalucca@barbosa.br,julia46@novaes.com
50230118,Emanuelly da Mota,EConAdm-3PMA,3,Pre-Mat,pereiramirella@bol.com.br,fda-mota@teixeira.net
50240975,Kaique da Rosa,EConEletr-2PMA,2,Pre-Mat,ffarias@gmail.com,hcorreia@bol.com.br
50250877,Raul Araújo,EConEletr-1PMA,1,Pre-Mat,silveiravicente@gmail.com,miguel71@da.com
50240751,Sophie Azevedo,EConAdm-2PMA,2,Pre-Mat,fariascarlos-eduardo@da.com,maria-alice55@barbosa.com
50250569,Matheus Oliveira,EConAdm-1PMB,1,Pre-Mat,emendes@barros.net,vitoria93@alves.br
50250621,Lavínia Nogueira,EConAdm-1PMA,1,Pre-Mat,amanda93@yahoo.com.br,moraeskaique@lopes.org
50240188,Gustavo Henrique Costa,EConAdm-2PMA,2,Pre-Mat,bda-rosa@gmail.com,mouradiogo@gmail.com
50250388,Noah Aragão,EConEletr-1PMA,1,Pre-Mat,clara71@gmail.com,luiz-felipe44@gmail.com
50230817,Maria Clara Vieira,EConInf-3PMD,3,Pre-Mat,joao-gabriel17@farias.com,cpeixoto@bol.com.br
50240586,Lívia Dias,EConInf-2PMA,2,Pre-Mat,ana-claralopes@hotmail.com,diego64@pinto.br
50240348,Sr. Ryan Costa,EConInf-2PMB,2,Pre-Mat,luigida-rocha@moraes.com,acastro@hotmail.com
50230299,Nicolas Lima,EConInf-3PMB,3,Pre-Mat,almeidafernando@rezende.com,renan40@gmail.com
50230471,Isabella Cardoso,EConInf-3PMC,3,Pre-Mat,emanuelly92@uol.com.br,vianapedro@barros.net
50240269,Caroline Peixoto,EConInf-2PMA,2,Pre-Mat,da-cunhagabriel@ig.com.br,beatriz75@yahoo.com.br
50240590,Ana Beatriz Correia,EConQui-2PMA,2,Pre-Mat,mendesgustavo@ferreira.com,manuela19@bol.com.br
50230276,Sabrina Cardoso,EConQui-3PMA,3,Pre-Mat,thalescastro@cardoso.br,fporto@uol.com.br
50240800,Bianca Cardoso,EConQui-2PMA,2,Pre-Mat,martinscaroline@jesus.br,goncalvesemanuella@cardoso.br
50230750,Luiza Teixeira,EConACli-3PMB,3,Pre-Mat,brendafarias@da.net,da-costabryan@uol.com.br
50250127,Diego Porto,EConACli-1PMA,1,Pre-Mat,pietroalmeida@alves.br,diego47@nunes.com
50230447,Levi da Cunha,EConACli-3PMA,3,Pre-Mat,bianca35@yahoo.com.br,danilo48@martins.com
50230633,Bernardo Costela,EConACli-3PMA,3,Pre-Mat,beatriz22@ig.com.br,da-pazana-julia@viana.br
50230765,Dr. João Pedro das Neves,EConACli-3PMA,3,Pre-Mat,sarah01@rezende.com,barbaracarvalho@costa.org
50240962,Srta. Eduarda da Cunha,EConACli-2PMB,2,Pre-Mat,levibarbosa@moreira.br,kda-mata@rezende.br
50240205,Emilly Freitas,EConACli-2PMB,2,Pre-Mat,raul13@ig.com.br,luiz-miguelgoncalves@lopes.net
50230517,Julia da Rosa,EConACli-3PMB,3,Pre-Mat,maria-cecilia42@rocha.com,slopes@gmail.com
50250496,Gustavo Henrique Costela,EConInf-1PMD,1,Pre-Mat,almeidagustavo-henrique@jesus.com,lvieira@bol.com.br
50250462,Heloísa Fogaça,EConInf-1PMC,1,Pre-Mat,dpinto@gmail.com,bryan33@barbosa.com
50250246,Anthony Lopes,EConInf-1PMC,1,Pre-Mat,vianaenzo@da.org,crodrigues@hotmail.com
50250158,Erick Sales,EConInf-1PMB,1,Pre-Mat,plima@monteiro.br,caldeiracaio@oliveira.com
50230869,Isadora Pereira,EConInf-3PMD,3,Pre-Mat,matheus51@farias.br,isis90@bol.com.br
50230976,Maria Cecília da Luz,EConInf-3PMA,3,Pre-Mat,araujoana-sophia@gmail.com,da-luzpietra@bol.com.br
50230199,Theo Carvalho,EConPub-3PMA,3,Pre-Mat,ferreiramirella@novaes.com,yda-cruz@goncalves.com
50240312,Diego das Neves,EConPub-2PMB,2,Pre-Mat,pnunes@yahoo.com.br,elisasouza@gmail.com
50250888,Beatriz Araújo,EConPub-1PMA,1,Pre-Mat,ana-luizaaraujo@yahoo.com.br,avieira@gmail.com
